"station","latitude","longitude","numDocks","timestamp","year","month","day","hour","weekday","weekhour","isHoliday","windMaxSpeed.m.s","windMeanSpeed.m.s","windDirection.grades","temperature.C","relHumidity.HR","airPressure.mb","precipitation.l.m2","bikes_3h_ago","full_profile_3h_diff_bikes","full_profile_bikes","short_profile_3h_diff_bikes","short_profile_bikes","bikes"
257,39.4614520571,-0.4004871671,15,1412679600,2014,10,7,13,"Tuesday",38,0,30.6,12.9,202.5,26.9,43,1011.1,0,6,NA,NA,NA,NA,5
257,39.4614520571,-0.4004871671,15,1412683200,2014,10,7,14,"Tuesday",39,0,20.9,9.7,225,28.1,40,1010.7,0,2,NA,NA,NA,NA,3
257,39.4614520571,-0.4004871671,15,1412686800,2014,10,7,15,"Tuesday",40,0,33.8,11.3,247.5,29.1,38,1010,0,2,NA,NA,NA,NA,3
257,39.4614520571,-0.4004871671,15,1412690400,2014,10,7,16,"Tuesday",41,0,32.2,14.5,225,29.3,36,1009.5,0,5,NA,NA,NA,NA,4
257,39.4614520571,-0.4004871671,15,1412694000,2014,10,7,17,"Tuesday",42,0,29,12.9,270,30.1,34,1009.2,0,3,NA,NA,NA,NA,6
257,39.4614520571,-0.4004871671,15,1412697600,2014,10,7,18,"Tuesday",43,0,22.5,11.3,225,30.3,32,1008.9,0,3,NA,NA,NA,NA,4
257,39.4614520571,-0.4004871671,15,1412701200,2014,10,7,19,"Tuesday",44,0,22.5,11.3,315,26.3,66,1009,0,4,NA,NA,NA,NA,4
257,39.4614520571,-0.4004871671,15,1412704800,2014,10,7,20,"Tuesday",45,0,17.7,8,292.5,24.9,71,1009.6,0,6,NA,NA,NA,NA,2
257,39.4614520571,-0.4004871671,15,1412708400,2014,10,7,21,"Tuesday",46,0,17.7,8,292.5,24.7,65,1010.3,0,4,NA,NA,NA,NA,2
257,39.4614520571,-0.4004871671,15,1412712000,2014,10,7,22,"Tuesday",47,0,4.8,1.6,202.5,24.3,64,1010.8,0,4,NA,NA,NA,NA,3
257,39.4614520571,-0.4004871671,15,1412715600,2014,10,7,23,"Tuesday",48,0,6.4,3.2,180,24,50,1011.2,0,2,NA,NA,NA,NA,4
257,39.4614520571,-0.4004871671,15,1412719200,2014,10,8,0,"Wednesday",49,0,4.8,1.6,0,23.3,59,1011.7,0,2,NA,4,NA,4,5
257,39.4614520571,-0.4004871671,15,1412722800,2014,10,8,1,"Wednesday",50,0,3.2,0,270,22.6,54,1011.6,0,3,NA,3,NA,3,5
257,39.4614520571,-0.4004871671,15,1412726400,2014,10,8,2,"Wednesday",51,0,3.2,0,225,22,57,1011.7,0,4,NA,3,NA,3,5
257,39.4614520571,-0.4004871671,15,1412730000,2014,10,8,3,"Wednesday",52,0,1.6,0,180,21.5,59,1011.5,0,5,0,4,0,4,5
257,39.4614520571,-0.4004871671,15,1412733600,2014,10,8,4,"Wednesday",53,0,3.2,1.6,202.5,20.8,62,1011.1,0,5,1,4,1,4,5
257,39.4614520571,-0.4004871671,15,1412737200,2014,10,8,5,"Wednesday",54,0,3.2,0,202.5,19.8,67,1010.9,0,5,1,4,1,4,5
257,39.4614520571,-0.4004871671,15,1412740800,2014,10,8,6,"Wednesday",55,0,8,3.2,202.5,19.7,66,1010.8,0,5,0,4,0,4,5
257,39.4614520571,-0.4004871671,15,1412744400,2014,10,8,7,"Wednesday",56,0,9.7,4.8,202.5,19.6,67,1011.1,0,5,-1,3,-1,3,4
257,39.4614520571,-0.4004871671,15,1412748000,2014,10,8,8,"Wednesday",57,0,12.9,4.8,180,19.2,68,1011.2,0,5,-4,0,-4,0,0
257,39.4614520571,-0.4004871671,15,1412751600,2014,10,8,9,"Wednesday",58,0,11.3,6.4,180,19.5,65,1011.7,0,5,-4,0,-4,0,2
257,39.4614520571,-0.4004871671,15,1412755200,2014,10,8,10,"Wednesday",59,0,8,3.2,180,20.6,63,1012.2,0,4,-3,0,-3,0,4
257,39.4614520571,-0.4004871671,15,1412758800,2014,10,8,11,"Wednesday",60,0,9.7,4.8,180,23.4,55,1012.2,0,0,1,1,1,1,3
257,39.4614520571,-0.4004871671,15,1412762400,2014,10,8,12,"Wednesday",61,0,17.7,6.4,247.5,26.2,46,1012,0,2,1,1,1,1,0
257,39.4614520571,-0.4004871671,15,1412766000,2014,10,8,13,"Wednesday",62,0,14.5,6.4,225,27.6,40,1011.6,0,4,2,2,2,2,3
257,39.4614520571,-0.4004871671,15,1412769600,2014,10,8,14,"Wednesday",63,0,24.1,4.8,292.5,29.4,33,1010.7,0,3,3,4,3,4,6
257,39.4614520571,-0.4004871671,15,1412773200,2014,10,8,15,"Wednesday",64,0,20.9,9.7,315,28.3,48,1009.8,0,0,1,2,1,2,7
257,39.4614520571,-0.4004871671,15,1412776800,2014,10,8,16,"Wednesday",65,0,24.1,9.7,337.5,27.3,53,1009.3,0,3,1,3,1,3,11
257,39.4614520571,-0.4004871671,15,1412780400,2014,10,8,17,"Wednesday",66,0,29,14.5,315,27.1,56,1008.7,0,6,1,5,1,5,11
257,39.4614520571,-0.4004871671,15,1412784000,2014,10,8,18,"Wednesday",67,0,29,14.5,292.5,26.5,56,1008.7,0,7,5,7,5,7,11
257,39.4614520571,-0.4004871671,15,1412787600,2014,10,8,19,"Wednesday",68,0,20.9,11.3,315,25.6,59,1008.8,0,11,8,11,8,11,5
257,39.4614520571,-0.4004871671,15,1412791200,2014,10,8,20,"Wednesday",69,0,11.3,3.2,292.5,24.6,57,1009,0,11,7,12,7,12,2
257,39.4614520571,-0.4004871671,15,1412794800,2014,10,8,21,"Wednesday",70,0,3.2,0,135,24.1,60,1009.4,0,11,7,14,7,14,1
257,39.4614520571,-0.4004871671,15,1412798400,2014,10,8,22,"Wednesday",71,0,9.7,1.6,135,23.2,69,1009.9,0,5,0,11,0,11,6
257,39.4614520571,-0.4004871671,15,1412802000,2014,10,8,23,"Wednesday",72,0,8,0,90,22.5,70,1010.3,0,2,-2,10,-2,10,5
257,39.4614520571,-0.4004871671,15,1412805600,2014,10,9,0,"Thursday",73,1,4.8,1.6,180,22.1,68,1010.6,0,1,-3,11,-3,11,5
257,39.4614520571,-0.4004871671,15,1412809200,2014,10,9,1,"Thursday",74,1,0,0,NA,21.3,72,1010.4,0,6,0,11,0,11,5
257,39.4614520571,-0.4004871671,15,1412812800,2014,10,9,2,"Thursday",75,1,6.4,3.2,202.5,21.1,72,1010.3,0,5,3,13,3,13,4
257,39.4614520571,-0.4004871671,15,1412816400,2014,10,9,3,"Thursday",76,1,4.8,1.6,202.5,20.4,73,1010.4,0,5,2,13,2,13,4
257,39.4614520571,-0.4004871671,15,1412820000,2014,10,9,4,"Thursday",77,1,3.2,0,202.5,19.6,76,1010.1,0,5,2,13,2,13,2
257,39.4614520571,-0.4004871671,15,1412823600,2014,10,9,5,"Thursday",78,1,3.2,1.6,202.5,19.7,76,1009.8,0,4,0,13,0,13,2
257,39.4614520571,-0.4004871671,15,1412827200,2014,10,9,6,"Thursday",79,1,9.7,4.8,180,19.5,64,1009.8,0,4,0,13,0,13,2
257,39.4614520571,-0.4004871671,15,1412830800,2014,10,9,7,"Thursday",80,1,4.8,1.6,202.5,20.1,58,1010,0,2,0,13,0,13,2
257,39.4614520571,-0.4004871671,15,1412834400,2014,10,9,8,"Thursday",81,1,14.5,6.4,225,20.5,51,1010.7,0,2,-6,7,-6,7,2
257,39.4614520571,-0.4004871671,15,1412838000,2014,10,9,9,"Thursday",82,1,19.3,8,202.5,21.3,55,1011.1,0,2,-9,4,-9,4,1
257,39.4614520571,-0.4004871671,15,1412841600,2014,10,9,10,"Thursday",83,1,30.6,16.1,180,23.4,59,1011.5,0,2,-10,3,-10,3,2
257,39.4614520571,-0.4004871671,15,1412845200,2014,10,9,11,"Thursday",84,1,24.1,8,180,24.4,57,1012,0,2,-7,0,-7,0,2
257,39.4614520571,-0.4004871671,15,1412848800,2014,10,9,12,"Thursday",85,1,30.6,12.9,180,26.2,50,1011.8,0,1,-3,1,-3,1,1
257,39.4614520571,-0.4004871671,15,1412852400,2014,10,9,13,"Thursday",86,1,27.4,11.3,180,27.2,47,1011.6,0,2,-1,2,-1,2,1
257,39.4614520571,-0.4004871671,15,1412856000,2014,10,9,14,"Thursday",87,1,30.6,14.5,202.5,28.2,41,1010.8,0,2,3,3,3,3,1
257,39.4614520571,-0.4004871671,15,1412859600,2014,10,9,15,"Thursday",88,1,24.1,11.3,180,29.3,39,1010,0,1,-1,0,-1,0,2
257,39.4614520571,-0.4004871671,15,1412863200,2014,10,9,16,"Thursday",89,1,16.1,8,180,30.3,35,1009.4,0,1,0,2,0,2,2
257,39.4614520571,-0.4004871671,15,1412866800,2014,10,9,17,"Thursday",90,1,19.3,8,315,29.2,47,1009.1,0,1,-2,1,-2,1,2
257,39.4614520571,-0.4004871671,15,1412870400,2014,10,9,18,"Thursday",91,1,25.7,11.3,315,26.7,59,1008.9,0,2,2,2,2,2,5
257,39.4614520571,-0.4004871671,15,1412874000,2014,10,9,19,"Thursday",92,1,17.7,9.7,292.5,26.2,60,1009,0,2,-2,0,-2,0,6
257,39.4614520571,-0.4004871671,15,1412877600,2014,10,9,20,"Thursday",93,1,19.3,8,315,25,64,1009.1,0,2,4,5,4,5,6
257,39.4614520571,-0.4004871671,15,1412881200,2014,10,9,21,"Thursday",94,1,3.2,0,45,24.5,68,1009.9,0,5,4,6,4,6,4
257,39.4614520571,-0.4004871671,15,1412884800,2014,10,9,22,"Thursday",95,1,6.4,1.6,180,23.9,73,1010.2,0,6,7,7,7,7,0
257,39.4614520571,-0.4004871671,15,1412888400,2014,10,9,23,"Thursday",96,1,9.7,3.2,135,22.9,76,1010.7,0,6,1,6,1,6,2
257,39.4614520571,-0.4004871671,15,1412892000,2014,10,10,0,"Friday",97,0,6.4,1.6,180,22.6,75,1011,0,4,1,7,1,7,3
257,39.4614520571,-0.4004871671,15,1412895600,2014,10,10,1,"Friday",98,0,9.7,1.6,180,21.8,77,1011.1,0,0,0,7,0,7,4
257,39.4614520571,-0.4004871671,15,1412899200,2014,10,10,2,"Friday",99,0,0,0,NA,21.7,78,1011.2,0,2,1,7,1,7,3
257,39.4614520571,-0.4004871671,15,1412902800,2014,10,10,3,"Friday",100,0,6.4,1.6,180,20.7,79,1011.2,0,3,0,7,0,7,2
257,39.4614520571,-0.4004871671,15,1412906400,2014,10,10,4,"Friday",101,0,8,4.8,202.5,20.9,72,1010.6,0,4,0,7,0,7,2
257,39.4614520571,-0.4004871671,15,1412910000,2014,10,10,5,"Friday",102,0,6.4,3.2,180,20.2,76,1010.7,0,3,0,7,0,7,3
257,39.4614520571,-0.4004871671,15,1412913600,2014,10,10,6,"Friday",103,0,0,0,NA,19.7,75,1010.7,0,2,0,7,0,7,3
257,39.4614520571,-0.4004871671,15,1412917200,2014,10,10,7,"Friday",104,0,1.6,0,202.5,19.7,75,1010.9,0,2,-1,6,-1,6,3
257,39.4614520571,-0.4004871671,15,1412920800,2014,10,10,8,"Friday",105,0,3.2,0,180,19.4,73,1011,0,3,-7,0,-7,0,2
257,39.4614520571,-0.4004871671,15,1412924400,2014,10,10,9,"Friday",106,0,3.2,0,180,19.6,70,1011.4,0,3,-7,0,-7,0,2
257,39.4614520571,-0.4004871671,15,1412928000,2014,10,10,10,"Friday",107,0,3.2,0,180,20.6,67,1012,0,3,-6,0,-6,0,1
257,39.4614520571,-0.4004871671,15,1412931600,2014,10,10,11,"Friday",108,0,6.4,0,202.5,22.7,77,1012,0,2,0,0,0,0,1
257,39.4614520571,-0.4004871671,15,1412935200,2014,10,10,12,"Friday",109,0,6.4,1.6,180,25.1,62,1012,0,2,0,0,0,0,2
257,39.4614520571,-0.4004871671,15,1412938800,2014,10,10,13,"Friday",110,0,11.3,3.2,225,26.4,51,1011.8,0,1,3,3,3,3,0
257,39.4614520571,-0.4004871671,15,1412942400,2014,10,10,14,"Friday",111,0,14.5,4.8,292.5,28.6,41,1010.9,0,1,9,9,9,9,3
257,39.4614520571,-0.4004871671,15,1412946000,2014,10,10,15,"Friday",112,0,37,17.7,180,27.6,44,1010.6,0,2,7,7,7,7,1
257,39.4614520571,-0.4004871671,15,1412949600,2014,10,10,16,"Friday",113,0,24.1,9.7,202.5,27.8,41,1010,0,0,4,7,4,7,5
257,39.4614520571,-0.4004871671,15,1412953200,2014,10,10,17,"Friday",114,0,38.6,16.1,180,27.6,40,1010.3,0,3,-4,5,-4,5,4
257,39.4614520571,-0.4004871671,15,1412956800,2014,10,10,18,"Friday",115,0,24.1,12.9,180,27.1,41,1010.1,0,1,-4,3,-4,3,6
257,39.4614520571,-0.4004871671,15,1412960400,2014,10,10,19,"Friday",116,0,14.5,4.8,180,27.3,43,1010.5,0,5,-6,1,-6,1,6
257,39.4614520571,-0.4004871671,15,1412964000,2014,10,10,20,"Friday",117,0,16.1,6.4,180,26.3,49,1011.1,0,4,-4,1,-4,1,6
257,39.4614520571,-0.4004871671,15,1412967600,2014,10,10,21,"Friday",118,0,19.3,9.7,202.5,25.7,51,1011.5,0,6,3,6,3,6,8
257,39.4614520571,-0.4004871671,15,1412971200,2014,10,10,22,"Friday",119,0,16.1,6.4,225,25.1,53,1012.3,0,6,4,5,4,5,10
257,39.4614520571,-0.4004871671,15,1412974800,2014,10,10,23,"Friday",120,0,20.9,8,180,24.4,56,1012.5,0,6,7,8,7,8,8
257,39.4614520571,-0.4004871671,15,1412978400,2014,10,11,0,"Saturday",121,0,17.7,9.7,225,23.9,60,1012.9,0,8,1,7,1,7,5
257,39.4614520571,-0.4004871671,15,1412982000,2014,10,11,1,"Saturday",122,0,17.7,9.7,225,23.1,62,1012.9,0,10,2,7,2,7,4
257,39.4614520571,-0.4004871671,15,1412985600,2014,10,11,2,"Saturday",123,0,16.1,6.4,202.5,22.2,65,1012.7,0,8,-1,7,-1,7,5
257,39.4614520571,-0.4004871671,15,1412989200,2014,10,11,3,"Saturday",124,0,16.1,4.8,225,21.7,67,1012.8,0,5,0,7,0,7,6
257,39.4614520571,-0.4004871671,15,1412992800,2014,10,11,4,"Saturday",125,0,24.1,12.9,202.5,21.3,68,1012.5,0,4,1,8,1,8,6
257,39.4614520571,-0.4004871671,15,1412996400,2014,10,11,5,"Saturday",126,0,14.5,6.4,180,20.9,69,1012.3,0,5,2,9,2,9,6
257,39.4614520571,-0.4004871671,15,1.413e+09,2014,10,11,6,"Saturday",127,0,14.5,8,202.5,20.7,69,1012.4,0,6,3,10,3,10,6
257,39.4614520571,-0.4004871671,15,1413003600,2014,10,11,7,"Saturday",128,0,14.5,8,202.5,20.2,70,1012.2,0,6,2,10,2,10,6
257,39.4614520571,-0.4004871671,15,1413007200,2014,10,11,8,"Saturday",129,0,11.3,4.8,202.5,19.4,72,1012.7,0,6,1,10,1,10,6
257,39.4614520571,-0.4004871671,15,1413010800,2014,10,11,9,"Saturday",130,0,3.2,0,180,20.1,70,1012.8,0,6,0,10,0,10,6
257,39.4614520571,-0.4004871671,15,1413014400,2014,10,11,10,"Saturday",131,0,4.8,0,270,22.3,62,1013.4,0,6,0,10,0,10,6
257,39.4614520571,-0.4004871671,15,1413018000,2014,10,11,11,"Saturday",132,0,4.8,0,180,22.6,61,1013.1,0,6,-1,9,-1,9,5
257,39.4614520571,-0.4004871671,15,1413021600,2014,10,11,12,"Saturday",133,0,3.2,0,337.5,24.6,54,1013.1,0,6,-2,8,-2,8,4
257,39.4614520571,-0.4004871671,15,1413025200,2014,10,11,13,"Saturday",134,0,9.7,1.6,0,26,50,1012.8,0,6,-1,9,-1,9,5
257,39.4614520571,-0.4004871671,15,1413028800,2014,10,11,14,"Saturday",135,0,14.5,6.4,45,24.8,55,1012.4,0,5,1,10,1,10,7
257,39.4614520571,-0.4004871671,15,1413032400,2014,10,11,15,"Saturday",136,0,16.1,4.8,45,25.1,59,1011.6,0,4,1,9,1,9,8
257,39.4614520571,-0.4004871671,15,1413036000,2014,10,11,16,"Saturday",137,0,14.5,6.4,45,24.1,63,1011.3,0,5,-1,8,-1,8,8
257,39.4614520571,-0.4004871671,15,1413039600,2014,10,11,17,"Saturday",138,0,16.1,8,45,23.4,66,1010.6,0,7,-1,9,-1,9,9
257,39.4614520571,-0.4004871671,15,1413043200,2014,10,11,18,"Saturday",139,0,19.3,8,45,23.1,68,1010.4,0,8,-5,4,-5,4,6
257,39.4614520571,-0.4004871671,15,1413046800,2014,10,11,19,"Saturday",140,0,16.1,6.4,45,22.4,76,1010,0,8,-5,3,-5,3,2
257,39.4614520571,-0.4004871671,15,1413050400,2014,10,11,20,"Saturday",141,0,12.9,6.4,45,22.2,77,1010.1,0,9,-6,3,-6,3,2
257,39.4614520571,-0.4004871671,15,1413054000,2014,10,11,21,"Saturday",142,0,14.5,6.4,45,22.1,78,1009.7,0,6,-2,2,-2,2,4
257,39.4614520571,-0.4004871671,15,1413057600,2014,10,11,22,"Saturday",143,0,6.4,1.6,45,22.3,79,1010.8,0,2,-1,2,-1,2,6
257,39.4614520571,-0.4004871671,15,1413061200,2014,10,11,23,"Saturday",144,0,14.5,6.4,45,21.8,82,1009.7,0,2,1,4,1,4,10
257,39.4614520571,-0.4004871671,15,1413064800,2014,10,12,0,"Sunday",145,1,19.3,9.7,45,21.9,81,1008.6,0,4,3,5,3,5,11
257,39.4614520571,-0.4004871671,15,1413068400,2014,10,12,1,"Sunday",146,1,22.5,4.8,45,22.1,82,1009,0,6,1,3,1,3,10
257,39.4614520571,-0.4004871671,15,1413072000,2014,10,12,2,"Sunday",147,1,22.5,9.7,292.5,22.2,79,1009.7,0,10,-2,2,-2,2,6
257,39.4614520571,-0.4004871671,15,1413075600,2014,10,12,3,"Sunday",148,1,3.2,0,0,21.3,79,1008.5,0,11,-4,1,-4,1,7
257,39.4614520571,-0.4004871671,15,1413079200,2014,10,12,4,"Sunday",149,1,8,1.6,247.5,21.4,75,1007.5,0,10,-3,0,-3,0,8
257,39.4614520571,-0.4004871671,15,1413082800,2014,10,12,5,"Sunday",150,1,9.7,3.2,225,21.3,75,1008.4,0,6,-2,0,-2,0,8
257,39.4614520571,-0.4004871671,15,1413086400,2014,10,12,6,"Sunday",151,1,19.3,6.4,180,21.2,54,1008,0,7,0,1,0,1,8
257,39.4614520571,-0.4004871671,15,1413090000,2014,10,12,7,"Sunday",152,1,11.3,4.8,202.5,21.4,51,1007.8,0,8,1,1,1,1,8
257,39.4614520571,-0.4004871671,15,1413093600,2014,10,12,8,"Sunday",153,1,14.5,6.4,225,20.3,56,1008,0,8,1,1,1,1,8
257,39.4614520571,-0.4004871671,15,1413097200,2014,10,12,9,"Sunday",154,1,25.7,11.3,225,20.6,59,1008.3,0,8,-1,0,-1,0,8
257,39.4614520571,-0.4004871671,15,1413100800,2014,10,12,10,"Sunday",155,1,17.7,8,225,21.6,57,1008.7,0,8,-1,0,-1,0,9
257,39.4614520571,-0.4004871671,15,1413104400,2014,10,12,11,"Sunday",156,1,22.5,9.7,247.5,22.8,54,1009,0,8,-1,0,-1,0,9
257,39.4614520571,-0.4004871671,15,1413108000,2014,10,12,12,"Sunday",157,1,20.9,8,247.5,23.7,50,1008.9,0,8,0,0,0,0,9
257,39.4614520571,-0.4004871671,15,1413111600,2014,10,12,13,"Sunday",158,1,16.1,8,315,24.9,46,1008.7,0,9,1,1,1,1,9
257,39.4614520571,-0.4004871671,15,1413115200,2014,10,12,14,"Sunday",159,1,16.1,8,292.5,26.4,41,1007.8,0,9,5,5,5,5,8
257,39.4614520571,-0.4004871671,15,1413118800,2014,10,12,15,"Sunday",160,1,17.7,6.4,292.5,27.1,41,1006.8,0,9,5,5,5,5,6
257,39.4614520571,-0.4004871671,15,1413122400,2014,10,12,16,"Sunday",161,1,17.7,4.8,0,25.7,51,1006.5,0,9,2,3,2,3,9
257,39.4614520571,-0.4004871671,15,1413126000,2014,10,12,17,"Sunday",162,1,11.3,3.2,135,19.2,81,1008.1,0,8,-1,4,-1,4,9
257,39.4614520571,-0.4004871671,15,1413129600,2014,10,12,18,"Sunday",163,1,3.2,0,202.5,20,68,1007.5,0,6,-5,0,-5,0,9
257,39.4614520571,-0.4004871671,15,1413133200,2014,10,12,19,"Sunday",164,1,6.4,1.6,202.5,21,61,1007.6,0,9,-2,1,-2,1,8
257,39.4614520571,-0.4004871671,15,1413136800,2014,10,12,20,"Sunday",165,1,14.5,6.4,270,20.7,64,1008.5,0,9,1,5,1,5,8
257,39.4614520571,-0.4004871671,15,1413140400,2014,10,12,21,"Sunday",166,1,12.9,6.4,247.5,20.3,65,1009,0,9,4,4,4,4,9
257,39.4614520571,-0.4004871671,15,1413144000,2014,10,12,22,"Sunday",167,1,9.7,1.6,247.5,20.1,65,1009.7,0,8,2,3,2,3,8
257,39.4614520571,-0.4004871671,15,1413147600,2014,10,12,23,"Sunday",168,1,22.5,11.3,225,20.6,55,1010.2,0,8,-1,4,-1,4,7
257,39.4614520571,-0.4004871671,15,1413151200,2014,10,13,0,"Monday",1,0,32.2,14.5,180,19.6,53,1010.1,0,9,1,5,1,5,8
257,39.4614520571,-0.4004871671,15,1413154800,2014,10,13,1,"Monday",2,0,29,14.5,180,18.9,57,1010.2,0,8,2,5,2,5,8
257,39.4614520571,-0.4004871671,15,1413158400,2014,10,13,2,"Monday",3,0,24.1,11.3,180,18.4,60,1010.4,0,7,1,5,1,5,7
257,39.4614520571,-0.4004871671,15,1413162000,2014,10,13,3,"Monday",4,0,6.4,1.6,135,18.1,61,1010.6,0,8,0,5,0,5,7
257,39.4614520571,-0.4004871671,15,1413165600,2014,10,13,4,"Monday",5,0,9.7,3.2,202.5,18.1,61,1010.4,0,8,0,5,0,5,7
257,39.4614520571,-0.4004871671,15,1413169200,2014,10,13,5,"Monday",6,0,14.5,4.8,202.5,17.9,61,1010.5,0,7,0,5,0,5,7
257,39.4614520571,-0.4004871671,15,1413172800,2014,10,13,6,"Monday",7,0,9.7,1.6,157.5,17.4,64,1010.4,0,7,0,5,0,5,7
257,39.4614520571,-0.4004871671,15,1413176400,2014,10,13,7,"Monday",8,0,17.7,9.7,225,17.9,61,1009.9,0,7,-1,4,-1,4,7
257,39.4614520571,-0.4004871671,15,1413180000,2014,10,13,8,"Monday",9,0,17.7,9.7,225,17.7,60,1010.2,0,7,-5,0,-5,0,1
257,39.4614520571,-0.4004871671,15,1413183600,2014,10,13,9,"Monday",10,0,16.1,6.4,225,18.2,60,1010.6,0,7,2,7,2,7,0
257,39.4614520571,-0.4004871671,15,1413187200,2014,10,13,10,"Monday",11,0,22.5,9.7,180,19.2,58,1011,0,7,6,10,6,10,5
257,39.4614520571,-0.4004871671,15,1413190800,2014,10,13,11,"Monday",12,0,41.8,20.9,202.5,20.1,57,1011,0,1,8,8,8,8,6
257,39.4614520571,-0.4004871671,15,1413194400,2014,10,13,12,"Monday",13,0,40.2,19.3,180,21.1,56,1010.8,0,0,1,8,1,8,6
257,39.4614520571,-0.4004871671,15,1413198000,2014,10,13,13,"Monday",14,0,30.6,14.5,180,22.2,50,1010.4,0,5,-1,9,-1,9,6
257,39.4614520571,-0.4004871671,15,1413201600,2014,10,13,14,"Monday",15,0,38.6,20.9,202.5,22.8,48,1009.9,0,6,4,12,4,12,7
257,39.4614520571,-0.4004871671,15,1413205200,2014,10,13,15,"Monday",16,0,30.6,14.5,180,23.7,46,1009.3,0,6,5,13,5,13,8
257,39.4614520571,-0.4004871671,15,1413208800,2014,10,13,16,"Monday",17,0,32.2,16.1,180,23.8,44,1009,0,6,4,13,4,13,9
257,39.4614520571,-0.4004871671,15,1413212400,2014,10,13,17,"Monday",18,0,35.4,19.3,202.5,23.6,42,1008.7,0,7,2,14,2,14,9
257,39.4614520571,-0.4004871671,15,1413216000,2014,10,13,18,"Monday",19,0,30.6,14.5,202.5,23.4,42,1008.8,0,8,1,14,1,14,11
257,39.4614520571,-0.4004871671,15,1413219600,2014,10,13,19,"Monday",20,0,22.5,12.9,180,23,43,1009.1,0,9,1,14,1,14,11
257,39.4614520571,-0.4004871671,15,1413223200,2014,10,13,20,"Monday",21,0,16.1,6.4,180,22.4,43,1009.4,0,9,-1,13,-1,13,9
257,39.4614520571,-0.4004871671,15,1413226800,2014,10,13,21,"Monday",22,0,20.9,9.7,180,22,43,1009.3,0,11,1,15,1,15,10
257,39.4614520571,-0.4004871671,15,1413230400,2014,10,13,22,"Monday",23,0,16.1,4.8,180,21.6,44,1009,0,11,0,14,0,14,10
257,39.4614520571,-0.4004871671,15,1413234000,2014,10,13,23,"Monday",24,0,9.7,1.6,180,20.8,47,1009.4,0,9,0,13,0,13,9
257,39.4614520571,-0.4004871671,15,1413237600,2014,10,14,0,"Tuesday",25,0,12.9,3.2,225,20.3,48,1009.3,0,10,-2,13,-2,13,9
257,39.4614520571,-0.4004871671,15,1413241200,2014,10,14,1,"Tuesday",26,0,11.3,3.2,225,19.9,50,1009,0,10,0,14,0,14,7
257,39.4614520571,-0.4004871671,15,1413244800,2014,10,14,2,"Tuesday",27,0,4.8,1.6,247.5,19.7,51,1008.6,0,9,1,14,1,14,7
257,39.4614520571,-0.4004871671,15,1413248400,2014,10,14,3,"Tuesday",28,0,6.4,1.6,225,19.3,51,1008.2,0,9,1,14,1,14,6
257,39.4614520571,-0.4004871671,15,1413252000,2014,10,14,4,"Tuesday",29,0,11.3,4.8,202.5,18.8,53,1007,0,7,0,14,0,14,6
257,39.4614520571,-0.4004871671,15,1413255600,2014,10,14,5,"Tuesday",30,0,12.9,4.8,180,18.3,56,1006.8,0,7,0,14,0,14,6
257,39.4614520571,-0.4004871671,15,1413259200,2014,10,14,6,"Tuesday",31,0,12.9,4.8,180,18.1,61,1007,0,6,0,14,0,14,6
257,39.4614520571,-0.4004871671,15,1413262800,2014,10,14,7,"Tuesday",32,0,19.3,9.7,180,16.7,72,1006.8,0,6,1,15,1,15,6
